Model,MSO4104B
Firmware Version,3.20

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,4e-07
Horizontal Delay,-4.5e-08
Sample Interval,2e-10
Record Length,100000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.005
Vertical Position,-3.34
,
,
,
Label,
TIME,CH1
-8.632000e-07,0.0003
-8.630000e-07,-0.0003
-8.628000e-07,-0.0007
-8.626000e-07,-0.0001
-8.624000e-07,0.0005
-8.622000e-07,0.0009
-8.620000e-07,0.0011
-8.618000e-07,0.0007
-8.616000e-07,-0.0001
-8.614000e-07,0.0003
-8.612000e-07,0.0001
-8.610000e-07,0.0003
-8.608000e-07,0.0013
-8.606000e-07,0.0017
-8.604000e-07,0.0007
-8.602000e-07,-0.0009
-8.600000e-07,-0.0011
-8.598000e-07,0.0005
-8.596000e-07,0.0007
-8.594000e-07,0.0011
-8.592000e-07,0.0003
-8.590000e-07,-0.0003
-8.588000e-07,-0.0007
-8.586000e-07,-0.0005
-8.584000e-07,0.0003
-8.582000e-07,0.0009
-8.580000e-07,0.0005
-8.578000e-07,0.0001
-8.576000e-07,0.0001
-8.574000e-07,0.0003
-8.572000e-07,0.0005
-8.570000e-07,0.0009
-8.568000e-07,0.0015
-8.566000e-07,0.0017
-8.564000e-07,0.0011
-8.562000e-07,-0.0005
-8.560000e-07,-0.0005
-8.558000e-07,0.0003
-8.556000e-07,0.0019
-8.554000e-07,0.0015
-8.552000e-07,0.0003
-8.550000e-07,-0.0007
-8.548000e-07,-0.0007
-8.546000e-07,0.0001
-8.544000e-07,0.0019
-8.542000e-07,0.0023
-8.540000e-07,0.0011
-8.538000e-07,-0.0007
-8.536000e-07,-0.0015
-8.534000e-07,-0.0001
-8.532000e-07,0.0013
-8.530000e-07,0.0013
-8.528000e-07,0.0009
-8.526000e-07,-0.0005
-8.524000e-07,-0.0011
-8.522000e-07,-0.0001
-8.520000e-07,0.0011
-8.518000e-07,0.0017
-8.516000e-07,0.0013
-8.514000e-07,0.0009
-8.512000e-07,0.0001
-8.510000e-07,-0.0001
-8.508000e-07,-0.0005
-8.506000e-07,0.0009
-8.504000e-07,0.0015
-8.502000e-07,0.0013
-8.500000e-07,0.0003
-8.498000e-07,-0.0005
-8.496000e-07,-0.0005
-8.494000e-07,0.0007
-8.492000e-07,0.0013
-8.490000e-07,0.0011
-8.488000e-07,0.0005
-8.486000e-07,-0.0009
-8.484000e-07,-0.0007
-8.482000e-07,0.0003
-8.480000e-07,0.0013
-8.478000e-07,0.0013
-8.476000e-07,0.0003
-8.474000e-07,-0.0001
-8.472000e-07,-0.0005
-8.470000e-07,0.0005
-8.468000e-07,0.0019
-8.466000e-07,0.0017
-8.464000e-07,0.0009
-8.462000e-07,-0.0001
-8.460000e-07,0.0001
-8.458000e-07,0.0005
-8.456000e-07,0.0009
-8.454000e-07,0.0009
-8.452000e-07,0.0005
-8.450000e-07,0.0001
-8.448000e-07,-0.0007
-8.446000e-07,0.0001
-8.444000e-07,0.0007
-8.442000e-07,0.0007
-8.440000e-07,0.0007
-8.438000e-07,-0.0001
-8.436000e-07,-0.0001
-8.434000e-07,-0.0007
-8.432000e-07,-0.0005
-8.430000e-07,0.0005
-8.428000e-07,0.0011
-8.426000e-07,0.0005
-8.424000e-07,0.0003
-8.422000e-07,-0.0003
-8.420000e-07,-0.0001
-8.418000e-07,0.0007
-8.416000e-07,0.0013
-8.414000e-07,0.0013
-8.412000e-07,-0.0001
-8.410000e-07,-0.0003
-8.408000e-07,0.0003
-8.406000e-07,0.0013
-8.404000e-07,0.0013
-8.402000e-07,0.0009
-8.400000e-07,-0.0005
-8.398000e-07,-0.0001
-8.396000e-07,0.0005
-8.394000e-07,0.0011
-8.392000e-07,0.0007
-8.390000e-07,0.0003
-8.388000e-07,-0.0005
-8.386000e-07,0.0005
-8.384000e-07,0.0007
-8.382000e-07,0.0005
-8.380000e-07,0.0007
-8.378000e-07,0.0007
-8.376000e-07,-0.0001
-8.374000e-07,0.0001
-8.372000e-07,0.0003
-8.370000e-07,0.0005
-8.368000e-07,0.0007
-8.366000e-07,0.0007
-8.364000e-07,0.0007
-8.362000e-07,0.0007
-8.360000e-07,0.0009
-8.358000e-07,0.0009
-8.356000e-07,0.0009
-8.354000e-07,0.0007
-8.352000e-07,0.0009
-8.350000e-07,0.0003
-8.348000e-07,0.0001
-8.346000e-07,0.0001
-8.344000e-07,0.0003
-8.342000e-07,0.0005
-8.340000e-07,0.0005
-8.338000e-07,0.0005
-8.336000e-07,-0.0001
-8.334000e-07,0.0005
-8.332000e-07,0.0007
-8.330000e-07,0.0009
-8.328000e-07,0.0003
-8.326000e-07,-0.0005
-8.324000e-07,0.0001
-8.322000e-07,0.0007
-8.320000e-07,0.0011
-8.318000e-07,0.0009
-8.316000e-07,0.0001
-8.314000e-07,0.0005
-8.312000e-07,0.0005
-8.310000e-07,0.0007
-8.308000e-07,0.0009
-8.306000e-07,0.0007
-8.304000e-07,0.0001
-8.302000e-07,-0.0001
-8.300000e-07,0.0001
-8.298000e-07,0.0005
-8.296000e-07,0.0009
-8.294000e-07,0.0007
-8.292000e-07,0.0003
-8.290000e-07,-0.0001
-8.288000e-07,0.0001
-8.286000e-07,-0.0001
-8.284000e-07,0.0001
-8.282000e-07,0.0007
-8.280000e-07,0.0007
-8.278000e-07,0.0005
-8.276000e-07,-0.0003
-8.274000e-07,-0.0001
-8.272000e-07,0.0007
-8.270000e-07,0.0007
-8.268000e-07,0.0009
-8.266000e-07,0.0007
-8.264000e-07,0.0003
-8.262000e-07,0.0001
-8.260000e-07,0.0011
-8.258000e-07,0.0017
-8.256000e-07,0.0009
-8.254000e-07,0.0003
-8.252000e-07,-0.0003
-8.250000e-07,0.0005
-8.248000e-07,0.0007
-8.246000e-07,0.0011
-8.244000e-07,0.0009
-8.242000e-07,-0.0001
-8.240000e-07,-0.0003
-8.238000e-07,0.0003
-8.236000e-07,0.0003
-8.234000e-07,0.0005
-8.232000e-07,0.0003
-8.230000e-07,0.0001
-8.228000e-07,-0.0001
-8.226000e-07,0.0001
-8.224000e-07,0.0001
-8.222000e-07,0.0011
-8.220000e-07,0.0013
-8.218000e-07,0.0009
-8.216000e-07,0.0005
-8.214000e-07,-0.0001
-8.212000e-07,0.0003
-8.210000e-07,0.0007
-8.208000e-07,0.0013
-8.206000e-07,0.0013
-8.204000e-07,0.0001
-8.202000e-07,-0.0001
-8.200000e-07,0.0003
-8.198000e-07,0.0011
-8.196000e-07,0.0009
-8.194000e-07,0.0003
-8.192000e-07,-0.0003
-8.190000e-07,-0.0005
-8.188000e-07,0.0001
-8.186000e-07,0.0007
-8.184000e-07,0.0011
-8.182000e-07,0.0007
-8.180000e-07,-0.0003
-8.178000e-07,-0.0003
-8.176000e-07,-0.0005
-8.174000e-07,0.0007
-8.172000e-07,0.0013
-8.170000e-07,0.0007
-8.168000e-07,0.0005
-8.166000e-07,0.0001
-8.164000e-07,0.0001
-8.162000e-07,0.0009
-8.160000e-07,0.0015
-8.158000e-07,0.0011
-8.156000e-07,0.0007
-8.154000e-07,0.0003
-8.152000e-07,-0.0001
-8.150000e-07,0.0001
-8.148000e-07,0.0009
-8.146000e-07,0.0011
-8.144000e-07,0.0007
-8.142000e-07,-0.0005
-8.140000e-07,-0.0009
-8.138000e-07,-0.0007
-8.136000e-07,0.0007
-8.134000e-07,0.0013
-8.132000e-07,0.0011
-8.130000e-07,0.0001
-8.128000e-07,-0.0009
-8.126000e-07,-0.0001
-8.124000e-07,0.0001
-8.122000e-07,0.0015
-8.120000e-07,0.0011
-8.118000e-07,0.0001
-8.116000e-07,-0.0007
-8.114000e-07,-0.0005
-8.112000e-07,0.0009
-8.110000e-07,0.0017
-8.108000e-07,0.0013
-8.106000e-07,0.0005
-8.104000e-07,0.0001
-8.102000e-07,0.0001
-8.100000e-07,0.0003
-8.098000e-07,0.0007
-8.096000e-07,0.0011
-8.094000e-07,0.0005
-8.092000e-07,-0.0005
-8.090000e-07,-0.0005
-8.088000e-07,-0.0001
-8.086000e-07,0.0003
-8.084000e-07,0.0003
-8.082000e-07,0.0007
-8.080000e-07,0.0003
-8.078000e-07,-0.0003
-8.076000e-07,-0.0007
-8.074000e-07,0.0007
-8.072000e-07,0.0009
-8.070000e-07,0.0009
-8.068000e-07,0.0005
-8.066000e-07,-0.0003
-8.064000e-07,-0.0007
-8.062000e-07,0.0001
-8.060000e-07,0.0015
-8.058000e-07,0.0019
-8.056000e-07,0.0013
-8.054000e-07,-0.0001
-8.052000e-07,-0.0001
-8.050000e-07,-0.0001
-8.048000e-07,0.0007
-8.046000e-07,0.0011
-8.044000e-07,0.0009
-8.042000e-07,0.0001
-8.040000e-07,-0.0001
-8.038000e-07,-0.0001
-8.036000e-07,0.0007
-8.034000e-07,0.0009
-8.032000e-07,0.0003
-8.030000e-07,-0.0001
-8.028000e-07,-0.0001
-8.026000e-07,-0.0003
-8.024000e-07,0.0003
-8.022000e-07,0.0007
-8.020000e-07,0.0013
-8.018000e-07,0.0011
-8.016000e-07,0.0003
-8.014000e-07,0.0005
-8.012000e-07,0.0007
-8.010000e-07,0.0003
-8.008000e-07,0.0011
-8.006000e-07,0.0007
-8.004000e-07,0.0003
-8.002000e-07,-0.0001
-8.000000e-07,0.0001
-7.998000e-07,0.0005
-7.996000e-07,0.0009
-7.994000e-07,0.0011
-7.992000e-07,0.0007
-7.990000e-07,-0.0005
-7.988000e-07,-0.0007
-7.986000e-07,0.0001
-7.984000e-07,0.0009
-7.982000e-07,0.0009
-7.980000e-07,0.0015
-7.978000e-07,0.0007
-7.976000e-07,-0.0005
-7.974000e-07,-0.0003
-7.972000e-07,-0.0005
-7.970000e-07,0.0013
-7.968000e-07,0.0019
-7.966000e-07,0.0013
-7.964000e-07,0.0003
-7.962000e-07,-0.0005
-7.960000e-07,-0.0003
-7.958000e-07,0.0007
-7.956000e-07,0.0015
-7.954000e-07,0.0013
-7.952000e-07,0.0007
-7.950000e-07,0.0003
-7.948000e-07,-0.0005
-7.946000e-07,-0.0005
-7.944000e-07,0.0007
-7.942000e-07,0.0011
-7.940000e-07,0.0009
-7.938000e-07,-0.0003
-7.936000e-07,-0.0009
-7.934000e-07,-0.0007
-7.932000e-07,0.0007
-7.930000e-07,0.0017
-7.928000e-07,0.0013
-7.926000e-07,0.0005
-7.924000e-07,-0.0009
-7.922000e-07,-0.0007
-7.920000e-07,0.0001
-7.918000e-07,0.0013
-7.916000e-07,0.0019
-7.914000e-07,0.0017
-7.912000e-07,-0.0003
-7.910000e-07,-0.0015
-7.908000e-07,-0.0005
-7.906000e-07,0.0009
-7.904000e-07,0.0023
-7.902000e-07,0.0025
-7.900000e-07,0.0003
-7.898000e-07,-0.0013
-7.896000e-07,-0.0009
-7.894000e-07,0.0007
-7.892000e-07,0.0019
-7.890000e-07,0.0019
-7.888000e-07,0.0005
-7.886000e-07,-0.0007
-7.884000e-07,-0.0019
-7.882000e-07,-0.0007
-7.880000e-07,0.0013
-7.878000e-07,0.0021
-7.876000e-07,0.0015
-7.874000e-07,-0.0001
-7.872000e-07,-0.0015
-7.870000e-07,-0.0009
-7.868000e-07,0.0009
-7.866000e-07,0.0023
-7.864000e-07,0.0025
-7.862000e-07,0.0003
-7.860000e-07,-0.0013
-7.858000e-07,-0.0013
-7.856000e-07,0.0001
-7.854000e-07,0.0027
-7.852000e-07,0.0035
-7.850000e-07,0.0017
-7.848000e-07,-0.0009
-7.846000e-07,-0.0021
-7.844000e-07,-0.0007
-7.842000e-07,0.0019
-7.840000e-07,0.0027
-7.838000e-07,0.0023
-7.836000e-07,-0.0007
-7.834000e-07,-0.0025
-7.832000e-07,-0.0019
-7.830000e-07,0.0007
-7.828000e-07,0.0029
-7.826000e-07,0.0027
-7.824000e-07,0.0003
-7.822000e-07,-0.0017
-7.820000e-07,-0.0023
-7.818000e-07,0.0007
-7.816000e-07,0.0029
-7.814000e-07,0.0033
-7.812000e-07,0.0015
-7.810000e-07,-0.0007
-7.808000e-07,-0.0019
-7.806000e-07,-0.0005
-7.804000e-07,0.0015
-7.802000e-07,0.0029
-7.800000e-07,0.0027
-7.798000e-07,0.0001
-7.796000e-07,-0.0021
-7.794000e-07,-0.0015
-7.792000e-07,0.0001
-7.790000e-07,0.0031
-7.788000e-07,0.0031
-7.786000e-07,0.0005
-7.784000e-07,-0.0023
-7.782000e-07,-0.0029
-7.780000e-07,-0.0005
-7.778000e-07,0.0029
-7.776000e-07,0.0037
-7.774000e-07,0.0015
-7.772000e-07,-0.0021
-7.770000e-07,-0.0029
-7.768000e-07,-0.0013
-7.766000e-07,0.0027
-7.764000e-07,0.0043
-7.762000e-07,0.0029
-7.760000e-07,-0.0007
-7.758000e-07,-0.0025
-7.756000e-07,-0.0013
-7.754000e-07,0.0013
-7.752000e-07,0.0029
-7.750000e-07,0.0025
-7.748000e-07,0.0007
-7.746000e-07,-0.0013
-7.744000e-07,-0.0015
-7.742000e-07,0.0003
-7.740000e-07,0.0017
-7.738000e-07,0.0021
-7.736000e-07,0.0015
-7.734000e-07,-0.0001
-7.732000e-07,-0.0019
-7.730000e-07,-0.0015
-7.728000e-07,0.0007
-7.726000e-07,0.0029
-7.724000e-07,0.0031
-7.722000e-07,0.0003
-7.720000e-07,-0.0019
-7.718000e-07,-0.0021
-7.716000e-07,0.0005
-7.714000e-07,0.0031
-7.712000e-07,0.0031
-7.710000e-07,0.0011
-7.708000e-07,-0.0015
-7.706000e-07,-0.0023
-7.704000e-07,-0.0003
-7.702000e-07,0.0027
-7.700000e-07,0.0035
-7.698000e-07,0.0013
-7.696000e-07,-0.0013
-7.694000e-07,-0.0021
-7.692000e-07,-0.0007
-7.690000e-07,0.0019
-7.688000e-07,0.0023
-7.686000e-07,0.0009
-7.684000e-07,-0.0005
-7.682000e-07,-0.0011
-7.680000e-07,-0.0009
-7.678000e-07,0.0005
-7.676000e-07,0.0009
-7.674000e-07,0.0013
-7.672000e-07,0.0007
-7.670000e-07,0.0003
-7.668000e-07,-0.0005
-7.666000e-07,-0.0005
-7.664000e-07,0.0003
-7.662000e-07,0.0017
-7.660000e-07,0.0019
-7.658000e-07,0.0005
-7.656000e-07,-0.0005
-7.654000e-07,-0.0009
-7.652000e-07,-0.0003
-7.650000e-07,0.0021
-7.648000e-07,0.0021
-7.646000e-07,0.0011
-7.644000e-07,-0.0007
-7.642000e-07,-0.0013
-7.640000e-07,0.0003
-7.638000e-07,0.0017
-7.636000e-07,0.0015
-7.634000e-07,0.0007
-7.632000e-07,-0.0003
-7.630000e-07,-0.0003
-7.628000e-07,0.0005
-7.626000e-07,0.0011
-7.624000e-07,0.0007
-7.622000e-07,0.0001
-7.620000e-07,0.0001
-7.618000e-07,0.0009
-7.616000e-07,0.0011
-7.614000e-07,0.0003
-7.612000e-07,-0.0005
-7.610000e-07,0.0005
-7.608000e-07,0.0013
-7.606000e-07,0.0015
-7.604000e-07,0.0005
-7.602000e-07,-0.0005
-7.600000e-07,-0.0007
-7.598000e-07,0.0013
-7.596000e-07,0.0017
-7.594000e-07,0.0017
-7.592000e-07,0.0003
-7.590000e-07,-0.0011
-7.588000e-07,-0.0003
-7.586000e-07,0.0009
-7.584000e-07,0.0011
-7.582000e-07,0.0009
-7.580000e-07,0.0005
-7.578000e-07,0.0001
-7.576000e-07,0.0003
-7.574000e-07,0.0005
-7.572000e-07,-0.0003
-7.570000e-07,0.0007
-7.568000e-07,0.0009
-7.566000e-07,0.0017
-7.564000e-07,0.0007
-7.562000e-07,0.0003
-7.560000e-07,0.0001
-7.558000e-07,0.0007
-7.556000e-07,0.0013
-7.554000e-07,0.0021
-7.552000e-07,0.0005
-7.550000e-07,-0.0007
-7.548000e-07,-0.0015
-7.546000e-07,0.0001
-7.544000e-07,0.0021
-7.542000e-07,0.0023
-7.540000e-07,0.0009
-7.538000e-07,-0.0011
-7.536000e-07,-0.0015
-7.534000e-07,0.0001
-7.532000e-07,0.0013
-7.530000e-07,0.0017
-7.528000e-07,0.0005
-7.526000e-07,-0.0005
-7.524000e-07,-0.0009
-7.522000e-07,-0.0003
-7.520000e-07,0.0009
-7.518000e-07,0.0017
-7.516000e-07,0.0015
-7.514000e-07,0.0007
-7.512000e-07,0.0003
-7.510000e-07,-0.0005
-7.508000e-07,-0.0001
-7.506000e-07,0.0009
-7.504000e-07,0.0017
-7.502000e-07,0.0019
-7.500000e-07,0.0003
-7.498000e-07,-0.0009
-7.496000e-07,-0.0015
-7.494000e-07,0.0009
-7.492000e-07,0.0023
-7.490000e-07,0.0023
-7.488000e-07,0.0001
-7.486000e-07,-0.0021
-7.484000e-07,-0.0017
-7.482000e-07,0.0001
-7.480000e-07,0.0023
-7.478000e-07,0.0027
-7.476000e-07,0.0007
-7.474000e-07,-0.0011
-7.472000e-07,-0.0015
-7.470000e-07,0.0005
-7.468000e-07,0.0021
-7.466000e-07,0.0017
-7.464000e-07,0.0003
-7.462000e-07,-0.0009
-7.460000e-07,-0.0003
-7.458000e-07,0.0005
-7.456000e-07,0.0011
-7.454000e-07,0.0015
-7.452000e-07,0.0015
-7.450000e-07,0.0009
-7.448000e-07,-0.0001
-7.446000e-07,-0.0007
-7.444000e-07,0.0001
-7.442000e-07,0.0011
-7.440000e-07,0.0017
-7.438000e-07,0.0015
-7.436000e-07,-0.0003
-7.434000e-07,-0.0015
-7.432000e-07,-0.0011
-7.430000e-07,0.0005
-7.428000e-07,0.0019
-7.426000e-07,0.0021
-7.424000e-07,0.0003
-7.422000e-07,-0.0015
-7.420000e-07,-0.0013
-7.418000e-07,0.0009
-7.416000e-07,0.0023
-7.414000e-07,0.0019
-7.412000e-07,0.0001
-7.410000e-07,-0.0011
-7.408000e-07,-0.0011
-7.406000e-07,0.0013
-7.404000e-07,0.0019
-7.402000e-07,0.0015
-7.400000e-07,0.0005
-7.398000e-07,-0.0005
-7.396000e-07,-0.0013
-7.394000e-07,-0.0001
-7.392000e-07,0.0015
-7.390000e-07,0.0013
-7.388000e-07,0.0011
-7.386000e-07,0.0007
-7.384000e-07,-0.0001
-7.382000e-07,-0.0005
-7.380000e-07,-0.0003
-7.378000e-07,0.0011
-7.376000e-07,0.0015
-7.374000e-07,0.0015
-7.372000e-07,-0.0003
-7.370000e-07,-0.0015
-7.368000e-07,-0.0009
-7.366000e-07,0.0013
-7.364000e-07,0.0029
-7.362000e-07,0.0025
-7.360000e-07,0.0003
-7.358000e-07,-0.0013
-7.356000e-07,-0.0003
-7.354000e-07,0.0017
-7.352000e-07,0.0023
-7.350000e-07,0.0017
-7.348000e-07,-0.0003
-7.346000e-07,-0.0011
-7.344000e-07,-0.0009
-7.342000e-07,0.0007
-7.340000e-07,0.0019
-7.338000e-07,0.0011
-7.336000e-07,0.0003
-7.334000e-07,-0.0003
-7.332000e-07,-0.0009
-7.330000e-07,0.0001
-7.328000e-07,0.0005
-7.326000e-07,0.0009
-7.324000e-07,0.0013
-7.322000e-07,0.0009
-7.320000e-07,-0.0003
-7.318000e-07,-0.0005
-7.316000e-07,0.0001
-7.314000e-07,0.0013
-7.312000e-07,0.0019
-7.310000e-07,0.0013
-7.308000e-07,-0.0007
-7.306000e-07,-0.0015
-7.304000e-07,-0.0013
-7.302000e-07,0.0011
-7.300000e-07,0.0025
-7.298000e-07,0.0021
-7.296000e-07,-0.0001
-7.294000e-07,-0.0015
-7.292000e-07,-0.0011
-7.290000e-07,0.0011
-7.288000e-07,0.0023
-7.286000e-07,0.0017
-7.284000e-07,-0.0003
-7.282000e-07,-0.0017
-7.280000e-07,-0.0017
-7.278000e-07,0.0009
-7.276000e-07,0.0019
-7.274000e-07,0.0015
-7.272000e-07,-0.0001
-7.270000e-07,-0.0009
-7.268000e-07,-0.0005
-7.266000e-07,0.0001
-7.264000e-07,0.0009
-7.262000e-07,0.0017
-7.260000e-07,0.0019
-7.258000e-07,0.0009
-7.256000e-07,-0.0007
-7.254000e-07,-0.0011
-7.252000e-07,-0.0001
-7.250000e-07,0.0019
-7.248000e-07,0.0021
-7.246000e-07,0.0017
-7.244000e-07,-0.0005
-7.242000e-07,-0.0015
-7.240000e-07,-0.0005
-7.238000e-07,0.0015
-7.236000e-07,0.0027
-7.234000e-07,0.0015
-7.232000e-07,-0.0007
-7.230000e-07,-0.0021
-7.228000e-07,-0.0009
-7.226000e-07,0.0019
-7.224000e-07,0.0031
-7.222000e-07,0.0017
-7.220000e-07,-0.0005
-7.218000e-07,-0.0015
-7.216000e-07,-0.0013
-7.214000e-07,0.0005
-7.212000e-07,0.0019
-7.210000e-07,0.0023
-7.208000e-07,0.0007
-7.206000e-07,-0.0015
-7.204000e-07,-0.0013
-7.202000e-07,-0.0001
-7.200000e-07,0.0017
-7.198000e-07,0.0021
-7.196000e-07,0.0013
-7.194000e-07,0.0001
-7.192000e-07,-0.0011
-7.190000e-07,-0.0007
-7.188000e-07,0.0003
-7.186000e-07,0.0017
-7.184000e-07,0.0019
-7.182000e-07,0.0007
-7.180000e-07,-0.0013
-7.178000e-07,-0.0021
-7.176000e-07,-0.0005
-7.174000e-07,0.0017
-7.172000e-07,0.0033
-7.170000e-07,0.0021
-7.168000e-07,-0.0007
-7.166000e-07,-0.0015
-7.164000e-07,-0.0005
-7.162000e-07,0.0017
-7.160000e-07,0.0027
-7.158000e-07,0.0021
-7.156000e-07,-0.0001
-7.154000e-07,-0.0015
-7.152000e-07,-0.0013
-7.150000e-07,0.0011
-7.148000e-07,0.0025
-7.146000e-07,0.0021
-7.144000e-07,0.0003
-7.142000e-07,-0.0009
-7.140000e-07,-0.0009
-7.138000e-07,0.0003
-7.136000e-07,0.0017
-7.134000e-07,0.0019
-7.132000e-07,0.0009
-7.130000e-07,-0.0003
-7.128000e-07,-0.0007
-7.126000e-07,-0.0009
-7.124000e-07,0.0001
-7.122000e-07,0.0013
-7.120000e-07,0.0017
-7.118000e-07,0.0003
-7.116000e-07,-0.0007
-7.114000e-07,-0.0005
-7.112000e-07,0.0001
-7.110000e-07,0.0013
-7.108000e-07,0.0021
-7.106000e-07,0.0013
-7.104000e-07,-0.0005
-7.102000e-07,-0.0005
-7.100000e-07,0.0001
-7.098000e-07,0.0015
-7.096000e-07,0.0021
-7.094000e-07,0.0015
-7.092000e-07,-0.0001
-7.090000e-07,-0.0011
-7.088000e-07,-0.0005
-7.086000e-07,0.0003
-7.084000e-07,0.0007
-7.082000e-07,0.0011
-7.080000e-07,-0.0001
-7.078000e-07,-0.0003
-7.076000e-07,0.0001
-7.074000e-07,0.0007
-7.072000e-07,0.0007
-7.070000e-07,0.0011
-7.068000e-07,0.0005
-7.066000e-07,0.0003
-7.064000e-07,-0.0005
-7.062000e-07,0.0003
-7.060000e-07,0.0007
-7.058000e-07,0.0015
-7.056000e-07,0.0009
-7.054000e-07,0.0009
-7.052000e-07,0.0001
-7.050000e-07,0.0003
-7.048000e-07,0.0001
-7.046000e-07,0.0007
-7.044000e-07,0.0003
-7.042000e-07,0.0011
-7.040000e-07,0.0007
-7.038000e-07,0.0007
-7.036000e-07,0.0003
-7.034000e-07,0.0003
-7.032000e-07,0.0007
-7.030000e-07,0.0009
-7.028000e-07,0.0009
-7.026000e-07,0.0005
-7.024000e-07,0.0005
-7.022000e-07,0.0001
-7.020000e-07,0.0003
-7.018000e-07,0.0009
-7.016000e-07,0.0013
-7.014000e-07,0.0007
-7.012000e-07,0.0005
-7.010000e-07,0.0003
-7.008000e-07,0.0003
-7.006000e-07,0.0011
-7.004000e-07,0.0009
-7.002000e-07,0.0011
-7.000000e-07,0.0003
-6.998000e-07,0.0005
-6.996000e-07,-0.0003
-6.994000e-07,-0.0001
-6.992000e-07,0.0007
-6.990000e-07,0.0013
-6.988000e-07,0.0013
-6.986000e-07,0.0003
-6.984000e-07,-0.0005
-6.982000e-07,-0.0005
-6.980000e-07,0.0007
-6.978000e-07,0.0017
-6.976000e-07,0.0017
-6.974000e-07,0.0013
-6.972000e-07,-0.0005
-6.970000e-07,-0.0009
-6.968000e-07,0.0001
-6.966000e-07,0.0015
-6.964000e-07,0.0023
-6.962000e-07,0.0011
-6.960000e-07,-0.0003
-6.958000e-07,-0.0007
-6.956000e-07,-0.0007
-6.954000e-07,0.0009
-6.952000e-07,0.0017
-6.950000e-07,0.0017
-6.948000e-07,0.0003
-6.946000e-07,-0.0005
-6.944000e-07,-0.0007
-6.942000e-07,0.0005
-6.940000e-07,0.0013
-6.938000e-07,0.0015
-6.936000e-07,0.0019
-6.934000e-07,0.0005
-6.932000e-07,-0.0011
-6.930000e-07,-0.0003
-6.928000e-07,0.0005
-6.926000e-07,0.0023
-6.924000e-07,0.0019
-6.922000e-07,0.0003
-6.920000e-07,-0.0013
-6.918000e-07,-0.0015
-6.916000e-07,0.0001
-6.914000e-07,0.0021
-6.912000e-07,0.0023
-6.910000e-07,0.0009
-6.908000e-07,-0.0013
-6.906000e-07,-0.0021
-6.904000e-07,-0.0005
-6.902000e-07,0.0013
-6.900000e-07,0.0025
-6.898000e-07,0.0015
-6.896000e-07,-0.0007
-6.894000e-07,-0.0015
-6.892000e-07,-0.0007
-6.890000e-07,0.0009
-6.888000e-07,0.0019
-6.886000e-07,0.0015
-6.884000e-07,0.0001
-6.882000e-07,-0.0009
-6.880000e-07,-0.0013
-6.878000e-07,0.0003
-6.876000e-07,0.0015
-6.874000e-07,0.0021
-6.872000e-07,0.0013
-6.870000e-07,-0.0003
-6.868000e-07,-0.0015
-6.866000e-07,-0.0005
-6.864000e-07,0.0013
-6.862000e-07,0.0025
-6.860000e-07,0.0017
-6.858000e-07,0.0003
-6.856000e-07,-0.0011
-6.854000e-07,-0.0005
-6.852000e-07,0.0011
-6.850000e-07,0.0021
-6.848000e-07,0.0023
-6.846000e-07,0.0007
-6.844000e-07,-0.0011
-6.842000e-07,-0.0013
-6.840000e-07,0.0003
-6.838000e-07,0.0019
-6.836000e-07,0.0025
-6.834000e-07,0.0011
-6.832000e-07,-0.0003
-6.830000e-07,-0.0009
-6.828000e-07,0.0005
-6.826000e-07,0.0017
-6.824000e-07,0.0023
-6.822000e-07,0.0011
-6.820000e-07,-0.0001
-6.818000e-07,-0.0009
-6.816000e-07,-0.0007
-6.814000e-07,0.0007
-6.812000e-07,0.0011
-6.810000e-07,0.0017
-6.808000e-07,0.0003
-6.806000e-07,-0.0005
-6.804000e-07,-0.0009
-6.802000e-07,-0.0001
-6.800000e-07,0.0015
-6.798000e-07,0.0017
-6.796000e-07,0.0011
-6.794000e-07,0.0001
-6.792000e-07,-0.0011
-6.790000e-07,-0.0001
-6.788000e-07,0.0007
-6.786000e-07,0.0023
-6.784000e-07,0.0017
-6.782000e-07,0.0003
-6.780000e-07,-0.0013
-6.778000e-07,-0.0003
-6.776000e-07,0.0007
-6.774000e-07,0.0021
-6.772000e-07,0.0017
-6.770000e-07,0.0003
-6.768000e-07,-0.0011
-6.766000e-07,-0.0007
-6.764000e-07,0.0005
-6.762000e-07,0.0011
-6.760000e-07,0.0015
-6.758000e-07,0.0005
-6.756000e-07,-0.0001
-6.754000e-07,0.0001
-6.752000e-07,0.0001
-6.750000e-07,0.0011
-6.748000e-07,0.0013
-6.746000e-07,0.0013
-6.744000e-07,0.0007
-6.742000e-07,-0.0005
-6.740000e-07,-0.0005
-6.738000e-07,0.0003
-6.736000e-07,0.0015
-6.734000e-07,0.0021
-6.732000e-07,0.0013
-6.730000e-07,-0.0003
-6.728000e-07,-0.0015
-6.726000e-07,-0.0001
-6.724000e-07,0.0017
-6.722000e-07,0.0021
-6.720000e-07,0.0011
-6.718000e-07,0.0001
-6.716000e-07,-0.0007
-6.714000e-07,-0.0001
-6.712000e-07,0.0011
-6.710000e-07,0.0015
-6.708000e-07,0.0009
-6.706000e-07,-0.0001
