
Zeit;Weg;Kraft;Biegespannung;
s;mm;N;N/mm²;
100.36;13.394;4366.80;637.95;
100.36;13.395;4355.60;636.32;
100.37;13.396;4349.20;635.38;
100.38;13.396;4344.90;634.76;
100.38;13.397;4342.40;634.39;
100.39;13.398;4339.70;634.00;
100.39;13.399;4337.80;633.72;
100.39;13.399;4335.70;633.41;
100.40;13.399;4333.90;633.15;
100.40;13.401;4332.00;632.87;
100.41;13.401;4329.50;632.51;
100.42;13.401;4327.60;632.23;
100.42;13.403;4325.70;631.95;
100.43;13.403;4324.60;631.79;
100.43;13.403;4323.60;631.64;
100.43;13.405;4322.30;631.45;
100.44;13.405;4321.50;631.34;
100.44;13.406;4319.90;631.10;
100.45;13.406;4317.90;630.81;
100.46;13.407;4315.90;630.52;
100.46;13.408;4311.70;629.91;
100.46;13.408;4307.90;629.35;
100.47;13.409;4305.00;628.93;
100.47;13.410;4301.70;628.44;
100.48;13.410;4299.30;628.09;
100.49;13.411;4297.20;627.79;
100.49;13.411;4293.70;627.28;
100.50;13.413;4289.80;626.71;
100.50;13.413;4284.90;625.99;
100.50;13.413;4280.20;625.30;
100.51;13.415;4276.10;624.70;
100.51;13.415;4272.50;624.18;
100.52;13.415;4270.90;623.94;
100.53;13.417;4268.40;623.58;
100.53;13.417;4266.60;623.32;
100.54;13.417;4258.50;622.13;
100.54;13.418;4248.80;620.72;
100.54;13.419;4239.10;619.30;
100.55;13.420;4228.70;617.78;
100.56;13.420;4224.20;617.12;
100.56;13.421;4220.00;616.51;
100.57;13.422;4217.40;616.13;
100.57;13.422;4214.60;615.72;
100.57;13.423;4212.60;615.43;
100.58;13.424;4211.90;615.33;
100.58;13.425;4210.30;615.09;
100.59;13.425;4209.60;614.99;
100.60;13.425;4207.50;614.68;
100.60;13.427;4205.40;614.38;
100.61;13.427;4201.80;613.85;
100.61;13.427;4197.50;613.22;
100.61;13.429;4193.50;612.64;
100.62;13.429;4189.90;612.11;
100.63;13.429;4187.30;611.73;
100.63;13.431;4185.30;611.44;
100.64;13.431;4184.20;611.28;
100.64;13.432;4182.50;611.03;
100.64;13.432;4180.70;610.77;
100.65;13.433;4178.30;610.42;
100.65;13.434;4175.00;609.93;
100.66;13.434;4171.70;609.45;
100.67;13.435;4169.30;609.10;
100.67;13.436;4167.80;608.88;
100.68;13.436;4166.60;608.71;
100.68;13.437;4165.90;608.60;
100.68;13.438;4164.60;608.41;
100.69;13.439;4163.40;608.24;
100.69;13.439;4162.20;608.06;
100.70;13.439;4159.60;607.68;
100.71;13.441;4158.00;607.45;
100.71;13.441;4156.40;607.22;
100.71;13.441;4155.30;607.06;
100.72;13.443;4155.10;607.03;
100.72;13.443;4154.50;606.94;
100.73;13.443;4153.40;606.78;
100.74;13.444;4152.50;606.65;
100.74;13.445;4151.80;606.54;
100.75;13.446;4151.80;606.54;
100.75;13.446;4152.10;606.59;
100.75;13.447;4151.90;606.56;
100.76;13.448;4151.90;606.56;
100.76;13.448;4152.00;606.57;
100.77;13.449;4152.60;606.66;
100.78;13.450;4152.90;606.71;
100.78;13.450;4153.30;606.76;
100.79;13.451;4153.80;606.84;
100.79;13.451;4153.50;606.79;
100.79;13.453;4153.80;606.84;
100.80;13.453;4153.70;606.82;
100.81;13.453;4153.40;606.78;
100.81;13.455;4153.10;606.73;
100.82;13.455;4152.90;606.71;
100.82;13.455;4153.40;606.78;
100.82;13.457;4152.60;606.66;
100.83;13.457;4152.60;606.66;
100.83;13.458;4153.00;606.72;
100.84;13.458;4153.20;606.75;
100.85;13.459;4154.50;606.94;
100.85;13.460;4154.80;606.98;
100.86;13.460;4155.40;607.07;
100.86;13.461;4155.40;607.07;
100.86;13.462;4156.00;607.16;
100.87;13.462;4156.80;607.28;
100.88;13.463;4157.00;607.30;
100.88;13.464;4157.70;607.41;
100.89;13.465;4157.00;607.30;
100.89;13.465;4157.10;607.32;
100.89;13.465;4156.80;607.28;
100.90;13.467;4157.00;607.30;
100.90;13.467;4157.50;607.38;
100.91;13.467;4157.20;607.33;
100.92;13.469;4157.20;607.33;
100.92;13.469;4157.10;607.32;
100.93;13.469;4157.70;607.41;
100.93;13.470;4157.80;607.42;
100.93;13.471;4158.70;607.55;
100.94;13.472;4159.20;607.63;
100.94;13.472;4159.40;607.66;
100.95;13.473;4161.30;607.93;
100.96;13.474;4161.20;607.92;
100.96;13.474;4161.40;607.95;
100.96;13.475;4161.60;607.98;
100.97;13.476;4160.60;607.83;
100.97;13.476;4161.70;607.99;
100.98;13.477;4162.70;608.14;
100.99;13.477;4163.40;608.24;
100.99;13.479;4164.80;608.44;
101.00;13.479;4164.80;608.44;
101.00;13.479;4164.80;608.44;
101.00;13.481;4165.70;608.58;
101.01;13.481;4165.60;608.56;
101.01;13.481;4166.60;608.71;
101.02;13.483;4167.40;608.82;
101.03;13.483;4167.60;608.85;
101.03;13.483;4168.70;609.01;
101.04;13.484;4168.90;609.04;
101.04;13.485;4169.10;609.07;
101.04;13.486;4168.20;608.94;
101.05;13.486;4165.60;608.56;
101.06;13.487;4164.00;608.33;
101.06;13.488;4161.60;607.98;
101.07;13.488;4160.80;607.86;
101.07;13.489;4160.80;607.86;
101.07;13.490;4159.70;607.70;
101.08;13.491;4158.80;607.57;
101.08;13.491;4158.20;607.48;
101.09;13.491;4157.40;607.36;
101.10;13.493;4157.40;607.36;
101.10;13.493;4158.30;607.49;
101.11;13.493;4158.20;607.48;
101.11;13.495;4158.50;607.52;
101.11;13.495;4159.50;607.67;
101.12;13.495;4159.70;607.70;
101.13;13.497;4160.00;607.74;
101.13;13.497;4160.60;607.83;
101.14;13.498;4160.30;607.79;
101.14;13.498;4160.50;607.82;
101.14;13.499;4161.10;607.90;
101.15;13.500;4161.10;607.90;
101.15;13.500;4162.10;608.05;
101.16;13.501;4162.90;608.17;
101.17;13.502;4164.10;608.34;
101.17;13.502;4164.90;608.46;
101.18;13.503;4164.70;608.43;
101.18;13.504;4164.90;608.46;
101.18;13.505;4165.10;608.49;
101.19;13.505;4165.60;608.56;
101.19;13.506;4167.10;608.78;
101.20;13.507;4167.80;608.88;
101.21;13.507;4168.60;609.00;
101.21;13.508;4169.10;609.07;
101.21;13.509;4169.20;609.09;
101.22;13.509;4169.40;609.12;
101.22;13.510;4169.70;609.16;
101.23;13.510;4171.40;609.41;
101.24;13.511;4172.20;609.53;
101.24;13.512;4173.50;609.72;
101.25;13.512;4174.90;609.92;
101.25;13.513;4175.00;609.93;
101.25;13.514;4175.90;610.07;
101.26;13.514;4176.10;610.09;
101.26;13.515;4175.50;610.01;
101.27;13.516;4175.30;609.98;
101.28;13.517;4176.10;610.09;
101.28;13.517;4176.30;610.12;
101.29;13.518;4176.30;610.12;
101.29;13.519;4175.70;610.04;
101.29;13.519;4174.40;609.85;
101.30;13.520;4173.50;609.72;
101.31;13.521;4174.00;609.79;
101.31;13.521;4174.30;609.83;
101.32;13.522;4174.00;609.79;
101.32;13.523;4174.50;609.86;
101.32;13.523;4173.90;609.77;
101.33;13.524;4174.70;609.89;
101.33;13.524;4175.80;610.05;
101.34;13.525;4176.30;610.12;
101.35;13.526;4177.00;610.23;
101.35;13.526;4176.30;610.12;
101.36;13.527;4175.40;609.99;
101.36;13.528;4174.90;609.92;
101.36;13.528;4174.10;609.80;
101.37;13.529;4173.30;609.69;
101.38;13.530;4173.10;609.66;
101.38;13.531;4173.00;609.64;
101.39;13.531;4173.40;609.70;
101.39;13.532;4174.20;609.82;
101.39;13.533;4174.00;609.79;
101.40;13.533;4173.70;609.74;
101.40;13.534;4172.70;609.60;
101.41;13.535;4172.80;609.61;
101.42;13.535;4173.10;609.66;
101.42;13.535;4173.50;609.72;
101.43;13.536;4173.70;609.74;
101.43;13.537;4172.70;609.60;
101.43;13.538;4172.00;609.50;
101.44;13.538;4170.90;609.34;
101.44;13.539;4170.20;609.23;
101.45;13.540;4170.60;609.29;
101.46;13.540;4171.50;609.42;
101.46;13.541;4171.40;609.41;
101.46;13.542;4171.30;609.39;
101.47;13.542;4171.30;609.39;
101.47;13.543;4170.60;609.29;
101.48;13.543;4171.20;609.38;
101.49;13.545;4172.20;609.53;
101.49;13.545;4172.20;609.53;
101.50;13.546;4172.20;609.53;
101.50;13.547;4172.20;609.53;
101.50;13.547;4172.90;609.63;
101.51;13.548;4173.70;609.74;
101.51;13.549;4174.50;609.86;
101.52;13.549;4176.40;610.14;
101.53;13.550;4176.90;610.21;
101.53;13.550;4178.00;610.37;
101.54;13.551;4179.20;610.55;
101.54;13.552;4178.40;610.43;
101.54;13.552;4178.80;610.49;
101.55;13.553;4178.70;610.47;
101.56;13.554;4178.70;610.47;
101.56;13.554;4179.40;610.58;
101.57;13.555;4180.40;610.72;
101.57;13.556;4180.90;610.80;
101.57;13.557;4182.10;610.97;
101.58;13.557;4182.90;611.09;
101.58;13.558;4182.90;611.09;
101.59;13.559;4184.00;611.25;
101.60;13.559;4184.60;611.34;
101.60;13.559;4185.40;611.45;
101.61;13.561;4186.50;611.61;
101.61;13.561;4187.60;611.78;
101.61;13.562;4188.50;611.91;
101.62;13.563;4189.40;612.04;
101.63;13.563;4190.00;612.13;
101.63;13.564;4190.50;612.20;
101.64;13.564;4190.40;612.18;
101.64;13.565;4191.40;612.33;
101.64;13.566;4192.20;612.45;
101.65;13.566;4193.10;612.58;
101.65;13.567;4194.30;612.75;
101.66;13.568;4195.70;612.96;
101.67;13.568;4196.40;613.06;
101.67;13.569;4197.90;613.28;
101.68;13.570;4198.80;613.41;
101.68;13.571;4198.70;613.40;
101.68;13.571;4198.20;613.32;
101.69;13.571;4197.90;613.28;
101.69;13.573;4197.50;613.22;
101.70;13.573;4197.70;613.25;
101.71;13.573;4198.20;613.32;
101.71;13.575;4198.90;613.43;
101.71;13.575;4199.60;613.53;
101.72;13.575;4199.50;613.51;
101.72;13.576;4200.20;613.62;
101.73;13.577;4200.30;613.63;
101.74;13.578;4200.60;613.67;
101.74;13.578;4201.60;613.82;
101.75;13.579;4202.40;613.94;
101.75;13.580;4202.80;614.00;
101.75;13.580;4203.70;614.13;
101.76;13.581;4204.40;614.23;
101.76;13.582;4205.00;614.32;
101.77;13.583;4205.80;614.43;
101.78;13.583;4206.10;614.48;
101.78;13.583;4206.30;614.51;
101.79;13.585;4206.50;614.54;
101.79;13.585;4207.20;614.64;
101.79;13.585;4208.00;614.76;
101.80;13.587;4208.90;614.89;
101.81;13.587;4210.00;615.05;
101.81;13.587;4210.40;615.11;
101.82;13.589;4211.50;615.27;
101.82;13.589;4212.50;615.41;
101.82;13.590;4212.90;615.47;
101.83;13.590;4214.10;615.65;
101.83;13.591;4214.80;615.75;
101.84;13.592;4216.10;615.94;
101.85;13.592;4217.50;616.14;
101.85;13.593;4218.00;616.22;
101.86;13.594;4218.70;616.32;
101.86;13.594;4219.00;616.36;
101.86;13.595;4220.10;616.52;
101.87;13.595;4221.20;616.68;
101.88;13.596;4222.00;616.80;
101.88;13.597;4222.80;616.92;
101.89;13.597;4222.70;616.90;
101.89;13.598;4224.00;617.09;
101.89;13.599;4224.60;617.18;
101.90;13.599;4225.00;617.24;
101.90;13.600;4225.80;617.36;
101.91;13.601;4225.30;617.28;
101.92;13.601;4226.20;617.41;
101.92;13.602;4227.50;617.60;
101.93;13.603;4228.70;617.78;
101.93;13.604;4230.00;617.97;
101.93;13.604;4230.70;618.07;
101.94;13.605;4231.30;618.16;
101.94;13.606;4231.80;618.23;
101.95;13.606;4232.60;618.35;
101.96;13.607;4233.80;618.52;
101.96;13.608;4234.80;618.67;
101.96;13.608;4234.70;618.66;
101.97;13.609;4235.10;618.71;
101.97;13.609;4235.20;618.73;
101.98;13.610;4235.00;618.70;
101.99;13.611;4235.80;618.82;
101.99;13.611;4235.40;618.76;
102.00;13.613;4235.00;618.70;
102.00;13.613;4235.60;618.79;
102.00;13.613;4236.10;618.86;
102.01;13.615;4237.10;619.01;
102.01;13.615;4238.20;619.17;
102.02;13.616;4238.10;619.15;
102.03;13.616;4238.20;619.17;
102.03;13.617;4238.90;619.27;
102.04;13.618;4239.40;619.34;
102.04;13.618;4240.20;619.46;
102.04;13.619;4240.60;619.52;
102.05;13.620;4240.10;619.44;
102.06;13.620;4240.10;619.44;
102.06;13.621;4240.60;619.52;
102.07;13.622;4241.30;619.62;
102.07;13.623;4242.70;619.82;
102.07;13.623;4243.80;619.99;
102.08;13.623;4244.40;620.07;
102.08;13.625;4245.00;620.16;
102.09;13.625;4244.80;620.13;
102.10;13.625;4245.10;620.18;
102.10;13.627;4245.70;620.26;
102.11;13.627;4246.00;620.31;
102.11;13.627;4246.80;620.42;
102.11;13.628;4248.00;620.60;
102.12;13.629;4248.20;620.63;
102.13;13.630;4249.00;620.75;
102.13;13.630;4249.30;620.79;
102.14;13.631;4249.40;620.80;
102.14;13.632;4249.90;620.88;
102.14;13.632;4250.20;620.92;
102.15;13.633;4251.60;621.12;
102.15;13.634;4251.70;621.14;
102.16;13.634;4252.60;621.27;
102.17;13.635;4253.10;621.34;
102.17;13.635;4252.20;621.21;
102.18;13.637;4252.40;621.24;
102.18;13.637;4252.60;621.27;
102.18;13.637;4252.70;621.29;
102.19;13.639;4253.50;621.40;
102.19;13.639;4254.20;621.50;
102.20;13.639;4253.90;621.46;
102.21;13.641;4254.40;621.53;
102.21;13.641;4254.10;621.49;
102.21;13.642;4254.60;621.56;
102.22;13.642;4254.50;621.55;
102.22;13.643;4253.90;621.46;
102.23;13.644;4254.30;621.52;
102.24;13.644;4253.50;621.40;
102.24;13.645;4254.20;621.50;
102.25;13.646;4254.50;621.55;
102.25;13.646;4254.00;621.48;
102.25;13.647;4254.20;621.50;
102.26;13.648;4253.20;621.36;
102.26;13.649;4252.60;621.27;
102.27;13.649;4252.20;621.21;
102.28;13.649;4251.40;621.10;
102.28;13.651;4251.90;621.17;
102.29;13.651;4252.80;621.30;
102.29;13.651;4252.50;621.26;
102.29;13.653;4253.00;621.33;
102.30;13.653;4253.30;621.37;
102.31;13.653;4253.20;621.36;
102.31;13.654;4254.00;621.48;
102.32;13.655;4254.50;621.55;
102.32;13.656;4254.40;621.53;
102.32;13.656;4254.40;621.53;
102.33;13.657;4254.50;621.55;
102.33;13.658;4255.10;621.64;
102.34;13.658;4255.20;621.65;
102.35;13.659;4255.60;621.71;
102.35;13.660;4256.50;621.84;
102.36;13.660;4256.70;621.87;
102.36;13.661;4257.70;622.02;
102.36;13.661;4258.50;622.13;
102.37;13.663;4259.10;622.22;
102.38;13.663;4259.60;622.29;
102.38;13.663;4259.50;622.28;
102.39;13.665;4259.50;622.28;
102.39;13.665;4259.00;622.21;
102.39;13.665;4258.10;622.07;
102.40;13.667;4257.20;621.94;
102.40;13.667;4256.60;621.86;
102.41;13.667;4255.80;621.74;
102.42;13.668;4255.00;621.62;
102.42;13.669;4254.40;621.53;
102.43;13.670;4252.70;621.29;
102.43;13.670;4252.20;621.21;
102.43;13.671;4252.10;621.20;
102.44;13.672;4252.00;621.18;
102.44;13.672;4252.40;621.24;
102.45;13.673;4252.30;621.23;
102.46;13.674;4251.40;621.10;
102.46;13.675;4250.60;620.98;
102.46;13.675;4250.30;620.93;
102.47;13.675;4249.70;620.85;
102.47;13.677;4249.60;620.83;
102.48;13.677;4248.60;620.69;
102.49;13.677;4247.00;620.45;
102.49;13.679;4245.60;620.25;
102.50;13.679;4244.80;620.13;
102.50;13.679;4244.00;620.01;
102.50;13.681;4242.10;619.74;
102.51;13.681;4240.30;619.47;
102.51;13.682;4238.80;619.25;
102.52;13.682;4237.40;619.05;
102.53;13.683;4237.10;619.01;
102.53;13.684;4236.90;618.98;
102.54;13.684;4235.50;618.77;
102.54;13.685;4234.70;618.66;
102.54;13.686;4233.70;618.51;
102.55;13.686;4232.10;618.28;
102.56;13.687;4231.80;618.23;
102.56;13.688;4230.30;618.01;
102.57;13.689;4228.70;617.78;
102.57;13.689;4228.50;617.75;
102.57;13.689;4227.20;617.56;
102.58;13.691;4227.20;617.56;
102.58;13.691;4227.20;617.56;
102.59;13.691;4226.10;617.40;
102.60;13.693;4225.60;617.33;
102.60;13.693;4225.10;617.25;
102.61;13.693;4223.40;617.01;
102.61;13.694;4223.50;617.02;
102.61;13.695;4222.90;616.93;
102.62;13.696;4221.60;616.74;
102.63;13.696;4221.70;616.76;
102.63;13.697;4219.80;616.48;
102.64;13.698;4219.30;616.41;
102.64;13.698;4218.40;616.27;
102.64;13.699;4217.20;616.10;
102.65;13.700;4216.40;615.98;
102.65;13.700;4215.80;615.89;
102.66;13.701;4215.70;615.88;
102.67;13.701;4215.80;615.89;
102.67;13.703;4215.90;615.91;
102.68;13.703;4215.40;615.84;
102.68;13.703;4215.80;615.89;
102.68;13.705;4216.00;615.92;
102.69;13.705;4215.60;615.87;
102.69;13.705;4215.40;615.84;
102.70;13.707;4214.60;615.72;
102.71;13.707;4213.60;615.57;
102.71;13.708;4213.90;615.62;
102.71;13.708;4213.20;615.52;
102.72;13.709;4212.20;615.37;
102.72;13.710;4210.60;615.14;
102.73;13.710;4209.30;614.95;
102.74;13.711;4208.80;614.87;
102.74;13.712;4207.90;614.74;
102.75;13.712;4207.10;614.62;
102.75;13.713;4206.60;614.55;
102.75;13.714;4205.20;614.35;
102.76;13.715;4204.10;614.19;
102.76;13.715;4202.90;614.01;
102.77;13.715;4201.30;613.78;
102.78;13.717;4201.00;613.73;
102.78;13.717;4201.60;613.82;
102.79;13.718;4202.00;613.88;
102.79;13.719;4201.90;613.86;
102.79;13.719;4202.10;613.89;
102.80;13.720;4201.50;613.81;
102.81;13.720;4201.50;613.81;
102.81;13.721;4201.10;613.75;
102.82;13.722;4199.80;613.56;
102.82;13.722;4198.00;613.29;
102.82;13.723;4196.60;613.09;
102.83;13.724;4195.60;612.94;
102.83;13.724;4193.40;612.62;
102.84;13.725;4191.30;612.32;
102.85;13.726;4189.60;612.07;
102.85;13.726;4187.90;611.82;
102.86;13.727;4187.80;611.80;
102.86;13.728;4187.80;611.80;
102.86;13.729;4186.90;611.67;
102.87;13.729;4186.00;611.54;
102.88;13.730;4184.70;611.35;
102.88;13.731;4183.70;611.21;
102.89;13.731;4183.00;611.10;
102.89;13.732;4182.50;611.03;
102.89;13.733;4181.60;610.90;
102.90;13.733;4180.30;610.71;
102.90;13.734;4179.10;610.53;
102.91;13.734;4177.60;610.31;
102.92;13.735;4176.80;610.20;
102.92;13.736;4176.80;610.20;
102.93;13.736;4176.10;610.09;
102.93;13.737;4175.50;610.01;
102.93;13.738;4174.60;609.88;
102.94;13.738;4173.50;609.72;
102.94;13.739;4172.50;609.57;
102.95;13.740;4172.20;609.53;
102.96;13.741;4171.10;609.36;
102.96;13.741;4170.00;609.20;
102.96;13.742;4169.10;609.07;
102.97;13.743;4169.20;609.09;
102.97;13.743;4168.60;609.00;
102.98;13.744;4167.90;608.90;
102.99;13.745;4168.10;608.93;
102.99;13.745;4166.60;608.71;
103.00;13.746;4166.40;608.68;
103.00;13.747;4165.60;608.56;
103.00;13.747;4164.30;608.37;
103.01;13.748;4163.40;608.24;
103.01;13.748;4162.40;608.09;
103.02;13.749;4162.90;608.17;
103.03;13.750;4162.50;608.11;
103.03;13.750;4162.40;608.09;
103.04;13.751;4162.80;608.15;
103.04;13.752;4162.30;608.08;
103.04;13.752;4162.60;608.12;
103.05;13.753;4162.70;608.14;
103.06;13.754;4162.80;608.15;
103.06;13.755;4162.80;608.15;
103.07;13.755;4162.60;608.12;
103.07;13.756;4162.10;608.05;
103.07;13.757;4162.00;608.04;
103.08;13.757;4162.40;608.09;
103.08;13.758;4162.40;608.09;
103.09;13.759;4162.30;608.08;
103.10;13.759;4162.50;608.11;
103.10;13.760;4162.00;608.04;
103.11;13.760;4162.30;608.08;
103.11;13.761;4162.80;608.15;
103.11;13.762;4162.40;608.09;
103.12;13.762;4161.90;608.02;
103.13;13.763;4161.70;607.99;
103.13;13.764;4161.80;608.01;
103.14;13.764;4162.10;608.05;
103.14;13.765;4162.50;608.11;
103.14;13.766;4162.40;608.09;
103.15;13.767;4162.20;608.06;
103.15;13.767;4161.80;608.01;
103.16;13.768;4161.80;608.01;
103.17;13.769;4162.80;608.15;
103.17;13.769;4162.90;608.17;
103.18;13.770;4164.40;608.39;
103.18;13.771;4164.00;608.33;
103.18;13.771;4163.80;608.30;
103.19;13.772;4164.10;608.34;
103.19;13.773;4163.50;608.25;
103.20;13.773;4164.30;608.37;
103.21;13.774;4164.60;608.41;
103.21;13.774;4164.40;608.39;
103.21;13.775;4164.60;608.41;
103.22;13.776;4164.80;608.44;
103.22;13.776;4165.60;608.56;
103.23;13.777;4165.60;608.56;
103.24;13.778;4165.20;608.50;
103.24;13.778;4165.40;608.53;
103.25;13.779;4165.30;608.52;
103.25;13.780;4165.60;608.56;
103.25;13.781;4166.30;608.66;
103.26;13.781;4167.30;608.81;
103.26;13.782;4167.60;608.85;
103.27;13.783;4168.30;608.96;
103.28;13.783;4168.70;609.01;
103.28;13.784;4168.40;608.97;
103.29;13.785;4168.30;608.96;
103.29;13.785;4168.30;608.96;
103.29;13.786;4168.50;608.98;
103.30;13.786;4169.20;609.09;
103.31;13.787;4169.70;609.16;
103.31;13.788;4170.90;609.34;
103.32;13.788;4171.10;609.36;
103.32;13.789;4171.20;609.38;
103.32;13.790;4171.50;609.42;
103.33;13.790;4171.10;609.36;
103.33;13.791;4171.70;609.45;
103.34;13.792;4172.40;609.55;
103.35;13.792;4171.90;609.48;
103.35;13.793;4171.70;609.45;
103.36;13.794;4171.20;609.38;
103.36;13.795;4170.30;609.25;
103.36;13.795;4170.70;609.31;
103.37;13.796;4170.70;609.31;
103.38;13.797;4171.70;609.45;
103.38;13.797;4172.10;609.51;
103.39;13.798;4171.90;609.48;
103.39;13.799;4172.60;609.58;
103.39;13.799;4171.60;609.44;
103.40;13.800;4171.40;609.41;
103.40;13.800;4171.80;609.47;
103.41;13.801;4172.00;609.50;
103.42;13.802;4172.80;609.61;
103.42;13.802;4172.80;609.61;
103.43;13.803;4173.50;609.72;
103.43;13.804;4173.20;609.67;
103.43;13.804;4173.00;609.64;
103.44;13.805;4173.00;609.64;
103.44;13.806;4172.70;609.60;
103.45;13.807;4172.60;609.58;
103.46;13.807;4172.90;609.63;
103.46;13.808;4172.80;609.61;
103.46;13.809;4172.50;609.57;
103.47;13.809;4172.10;609.51;
103.47;13.810;4171.10;609.36;
103.48;13.811;4171.30;609.39;
103.49;13.811;4171.60;609.44;
103.49;13.812;4172.00;609.50;
103.50;13.813;4173.20;609.67;
103.50;13.813;4173.50;609.72;
103.50;13.814;4173.70;609.74;
103.51;13.814;4174.50;609.86;
103.51;13.815;4174.90;609.92;
103.52;13.816;4175.00;609.93;
103.53;13.816;4175.70;610.04;
103.53;13.817;4175.50;610.01;
103.54;13.818;4175.80;610.05;
103.54;13.818;4176.80;610.20;
103.54;13.819;4176.70;610.18;
103.55;13.819;4177.20;610.26;
103.56;13.821;4177.40;610.28;
103.56;13.821;4177.30;610.27;
103.57;13.822;4177.50;610.30;
103.57;13.823;4178.50;610.45;
103.57;13.823;4178.80;610.49;
103.58;13.824;4179.60;610.61;
103.58;13.825;4180.30;610.71;
103.59;13.825;4179.70;610.62;
103.60;13.826;4179.60;610.61;
103.60;13.826;4180.30;610.71;
103.61;13.827;4181.30;610.85;
103.61;13.828;4182.60;611.04;
103.61;13.828;4183.40;611.16;
103.62;13.829;4183.10;611.12;
103.63;13.830;4183.10;611.12;
103.63;13.830;4183.40;611.16;
103.64;13.831;4183.60;611.19;
103.64;13.832;4183.60;611.19;
103.64;13.833;4183.70;611.21;
103.65;13.833;4183.50;611.18;
103.65;13.833;4184.20;611.28;
103.66;13.835;4185.60;611.48;
103.67;13.835;4185.70;611.50;
103.67;13.836;4185.90;611.53;
103.68;13.837;4186.30;611.59;
103.68;13.837;4186.30;611.59;
103.68;13.837;4186.30;611.59;
103.69;13.839;4187.40;611.75;
103.69;13.839;4187.90;611.82;
103.70;13.840;4187.50;611.76;
103.71;13.840;4188.70;611.94;
103.71;13.841;4188.60;611.92;
103.71;13.842;4188.00;611.83;
103.72;13.842;4188.50;611.91;
103.72;13.843;4188.10;611.85;
103.73;13.844;4187.80;611.80;
103.74;13.844;4188.00;611.83;
103.74;13.845;4188.00;611.83;
103.75;13.845;4188.30;611.88;
103.75;13.847;4188.70;611.94;
103.75;13.847;4189.60;612.07;
103.76;13.847;4189.90;612.11;
103.76;13.849;4189.80;612.10;
103.77;13.849;4191.00;612.27;
103.78;13.849;4190.50;612.20;
103.78;13.851;4191.30;612.32;
103.79;13.851;4192.20;612.45;
103.79;13.851;4191.70;612.37;
103.79;13.852;4192.10;612.43;
103.80;13.853;4192.50;612.49;
103.81;13.854;4192.70;612.52;
103.81;13.854;4194.50;612.78;
103.82;13.855;4195.80;612.97;
103.82;13.856;4196.40;613.06;
103.82;13.856;4196.70;613.10;
103.83;13.857;4196.70;613.10;
103.83;13.858;4196.60;613.09;
103.84;13.858;4196.50;613.08;
103.85;13.859;4197.10;613.16;
103.85;13.859;4196.60;613.09;
103.86;13.861;4196.40;613.06;
103.86;13.861;4196.40;613.06;
103.86;13.861;4196.30;613.05;
103.87;13.863;4196.80;613.12;
103.88;13.863;4197.00;613.15;
103.88;13.863;4197.40;613.21;
103.89;13.865;4197.90;613.28;
103.89;13.865;4198.00;613.29;
103.89;13.866;4198.30;613.34;
103.90;13.866;4198.70;613.40;
103.90;13.867;4199.50;613.51;
103.91;13.868;4200.30;613.63;
103.92;13.868;4201.00;613.73;
103.92;13.869;4201.40;613.79;
103.93;13.870;4201.10;613.75;
103.93;13.870;4201.20;613.76;
103.93;13.871;4201.10;613.75;
103.94;13.872;4201.20;613.76;
103.94;13.872;4202.00;613.88;
103.95;13.873;4202.40;613.94;
103.96;13.873;4203.30;614.07;
103.96;13.875;4203.80;614.14;
103.96;13.875;4204.10;614.19;
103.97;13.875;4204.20;614.20;
103.97;13.877;4205.20;614.35;
103.98;13.877;4205.60;614.40;
103.99;13.877;4206.40;614.52;
103.99;13.878;4206.60;614.55;
104.00;13.879;4206.50;614.54;
104.00;13.880;4207.20;614.64;
104.00;13.880;4207.40;614.67;
104.01;13.881;4208.40;614.81;
104.01;13.882;4208.60;614.84;
104.02;13.882;4208.30;614.80;
104.03;13.883;4207.70;614.71;
104.03;13.884;4207.70;614.71;
104.04;13.884;4207.30;614.65;
104.04;13.885;4207.90;614.74;
104.04;13.885;4208.10;614.77;
104.05;13.887;4208.30;614.80;
104.06;13.887;4208.10;614.77;
104.06;13.887;4207.70;614.71;
104.07;13.889;4207.90;614.74;
104.07;13.889;4207.90;614.74;
104.07;13.889;4208.10;614.77;
104.08;13.891;4208.30;614.80;
104.08;13.891;4207.10;614.62;
104.09;13.892;4206.30;614.51;
104.10;13.892;4206.30;614.51;
104.10;13.893;4205.90;614.45;
104.11;13.894;4206.20;614.49;
104.11;13.894;4206.00;614.46;
104.11;13.895;4205.00;614.32;
104.12;13.896;4204.50;614.24;
104.13;13.896;4204.10;614.19;
104.13;13.897;4204.30;614.21;
104.14;13.898;4203.80;614.14;
104.14;13.899;4203.30;614.07;
104.14;13.899;4202.60;613.97;
104.15;13.899;4201.40;613.79;
104.15;13.900;4201.10;613.75;
104.16;13.901;4199.70;613.54;
104.17;13.901;4199.40;613.50;
104.17;13.902;4197.80;613.27;
104.18;13.903;4195.60;612.94;
104.18;13.903;4194.70;612.81;
104.18;13.904;4192.40;612.48;
104.19;13.905;4187.60;611.78;
104.19;13.906;4169.30;609.10;
104.20;13.906;4148.00;605.99;
104.21;13.907;4125.40;602.69;
104.21;13.908;4105.10;599.72;
104.21;13.908;4095.30;598.29;
104.22;13.909;4084.10;596.65;
104.22;13.910;4070.80;594.71;
104.23;13.910;4056.40;592.61;
